loja,mercado,idioma,moeda,mes,data_envio,campanha,papel,segmento_ampliado,modelo,estrutura,altura_px,desconto_pct,envios,aberturas,cliques,pedidos,receita,descadastros,spam,abertura_pct,clique_pct,clique_em_pedido_pct,receita_por_mil_envios,indice,descadastro_pct
Feratto,Reino Unido,en,GBP,mai,21/05,Destaques da semana,recorrente,nao,,,,,1792,420,59,8,437.52,6,0,23.4,3.29,13.6,244.2,4.34,0.33
Feratto,Reino Unido,en,GBP,mai,28/05,Catálogo final de maio,catalogo,nao,,,,,2066,531,69,9,370.49,9,1,25.7,3.34,13.0,179.3,3.19,0.44
Feratto,Reino Unido,en,GBP,jun,01/06,"Antecipação 6.6, 1, convite",antecipacao,nao,,,,,2227,760,84,2,102.0,18,1,34.1,3.77,2.4,45.8,0.81,0.81
Feratto,Reino Unido,en,GBP,jun,03/06,"Antecipação 6.6, 2, acesso confirmado",antecipacao,nao,,,,,2282,804,90,5,219.04,16,1,35.2,3.94,5.6,96.0,1.71,0.7
Feratto,Reino Unido,en,GBP,jun,05/06,"Antecipação 6.6, 3, véspera",vespera,nao,,,,,2325,576,42,0,0.0,9,2,24.8,1.81,0.0,0.0,0.0,0.39
Feratto,Reino Unido,en,GBP,jun,06/06 07h,"6.6, 1, Fwd lista",pico 7h,nao,,,,,2340,639,47,1,48.97,6,0,27.3,2.01,2.1,20.9,0.37,0.26
Feratto,Reino Unido,en,GBP,jun,06/06 11h,"6.6, 2, recompensa pendente",pico 11h,nao,,,,,2337,641,70,2,65.41,7,0,27.4,3.0,2.9,28.0,0.5,0.3
Feratto,Reino Unido,en,GBP,jun,06/06 18h,"6.6, 3, reward access",pico 18h,nao,,,,,2334,579,57,4,152.54,11,1,24.8,2.44,7.0,65.4,1.16,0.47
Feratto,Reino Unido,en,GBP,jun,12/06,Summer deals,tematica,nao,,,,,2491,596,60,4,220.68,13,0,23.9,2.41,6.7,88.6,1.58,0.52
Feratto,Reino Unido,en,GBP,jun,15/06,Semana Copa 1,tematica,nao,,,,,1820,610,52,4,177.23,15,0,33.5,2.86,7.7,97.4,1.73,0.82
Feratto,Reino Unido,en,GBP,jun,17/06,Semana Copa 2,tematica,nao,,,,,1843,605,74,8,322.28,5,1,32.8,4.02,10.8,174.9,3.11,0.27
Feratto,Reino Unido,en,GBP,jun,19/06,Álbum de figurinha,gamificada,nao,,,,,1872,585,56,5,223.38,6,0,31.2,2.99,8.9,119.3,2.12,0.32
Feratto,Reino Unido,en,GBP,jun,26/06,Social proof,prova,nao,,,,,2863,681,43,4,283.84,13,2,23.8,1.5,9.3,99.1,1.76,0.45
Feratto,Reino Unido,en,GBP,jul,01/07,"Antecipação 7.7, 1, convite",antecipacao,nao,,,,,2126,955,106,4,184.97,19,0,44.9,4.99,3.8,87.0,1.55,0.89
Feratto,Reino Unido,en,GBP,jul,03/07,"Antecipação 7.7, 2, agenda",antecipacao,nao,,,,,2158,861,46,5,241.29,15,1,39.9,2.13,10.9,111.8,1.99,0.7
Feratto,Reino Unido,en,GBP,jul,06/07,"Antecipação 7.7, 3, acesso pendente",vespera,nao,,,,,2230,763,36,2,59.98,9,0,34.2,1.61,5.6,26.9,0.48,0.4
Feratto,Reino Unido,en,GBP,jul,07/07 07h,"7.7, 1, cupom aprovado",pico 7h,nao,,,,,2250,750,46,1,29.99,11,2,33.3,2.04,2.2,13.3,0.24,0.49
Feratto,Reino Unido,en,GBP,jul,07/07 11h,"7.7, 2, role até o fim",pico 11h,nao,,,,,2241,701,62,2,53.23,9,1,31.3,2.77,3.2,23.8,0.42,0.4
Feratto,Reino Unido,en,GBP,jul,07/07 18h,"7.7, 3, final call",pico 18h,nao,,,,,2230,659,62,6,284.45,6,0,29.6,2.78,9.7,127.6,2.27,0.27
Feratto,Reino Unido,en,GBP,jul,15/07,Favoritos do 7.7,ressaca,nao,,,,,3400,1189,109,6,268.89,31,2,35.0,3.21,5.5,79.1,1.41,0.91
Feratto,Reino Unido,en,GBP,jul,18/07,Final da Copa,tematica,nao,,,,,3405,1346,166,13,720.66,26,0,39.5,4.88,7.8,211.6,3.76,0.76
Feratto,Reino Unido,en,GBP,jul,20/07,Revele seu desconto,gamificada,nao,,,,,3415,1175,110,11,441.98,14,0,34.4,3.22,10.0,129.4,2.3,0.41
Feratto,Reino Unido,en,GBP,jul,22/07,Jornal,notificacao,nao,,,,,3436,1209,95,7,313.41,30,2,35.2,2.76,7.4,91.2,1.62,0.87
Feratto,Reino Unido,en,GBP,jul,24/07,Ligação,notificacao,nao,,,,,3419,1255,116,5,174.59,26,0,36.7,3.39,4.3,51.1,0.91,0.76
Feratto,Reino Unido,en,GBP,jul,25/07,Reabertura,ressaca,nao,,,,,3405,1237,60,4,183.25,21,0,36.3,1.76,6.7,53.8,0.96,0.62
Feratto,Reino Unido,en,GBP,jul,27/07,Segunda da sorte,gamificada,nao,,,,,3416,1157,88,3,99.1,31,0,33.9,2.58,3.4,29.0,0.52,0.91
Feratto,Reino Unido,en,GBP,jul,29/07,UGC social proof,prova,nao,,,,,3422,1062,49,3,130.87,27,1,31.0,1.43,6.1,38.2,0.68,0.79
Feratto,Reino Unido,en,GBP,jul,31/07,Sexta premiada,gamificada,nao,,,,,3432,1169,93,6,239.25,23,0,34.1,2.71,6.5,69.7,1.24,0.67
Feratto,Reino Unido,en,GBP,ago,03/08,"Esquenta 8.8, 1, warm-up",antecipacao,nao,,,,,3418,1081,76,1,59.98,28,0,31.6,2.22,1.3,17.5,0.31,0.82
Feratto,Reino Unido,en,GBP,ago,05/08,"Esquenta 8.8, 2, bom motivo",antecipacao,nao,,,,,3412,1052,62,1,34.9,18,0,30.8,1.82,1.6,10.2,0.18,0.53
Feratto,Reino Unido,en,GBP,ago,07/08,"Esquenta 8.8, 3, é amanhã",vespera,nao,,,,,3417,1092,67,3,111.12,21,0,32.0,1.96,4.5,32.5,0.58,0.61
Feratto,Reino Unido,en,GBP,ago,08/08 07h,"8.8, 1, Fwd lista",pico 7h,nao,,,,,3410,1204,51,4,214.87,31,0,35.3,1.5,7.8,63.0,1.12,0.91
Feratto,Reino Unido,en,GBP,ago,08/08 11h,"8.8, 2, primeiros 100",pico 11h,nao,,,,,3394,1025,69,3,108.16,27,0,30.2,2.03,4.3,31.9,0.57,0.8
Feratto,Reino Unido,en,GBP,ago,08/08 18h,"8.8, 3, status mudou",pico 18h,nao,,,,,3390,1474,101,14,532.37,40,1,43.5,2.98,13.9,157.0,2.79,1.18
Feratto,Reino Unido,en,GBP,ago,11/08,Ressaca 8.8,ressaca,nao,,,,,3373,985,56,5,194.89,27,0,29.2,1.66,8.9,57.8,1.03,0.8
Feratto,Reino Unido,en,GBP,ago,14/08,Sextou,recorrente,nao,,,,,3380,1027,61,4,161.5,28,0,30.4,1.8,6.6,47.8,0.85,0.83
Feratto,Reino Unido,en,GBP,ago,17/08,Segunda turbo,gamificada,nao,,,,,3399,1078,88,4,150.79,21,1,31.7,2.59,4.5,44.4,0.79,0.62
Feratto,Reino Unido,en,GBP,ago,19/08,UGC Dia da Fotografia,prova,nao,,,,,3406,1086,44,4,157.19,25,1,31.9,1.29,9.1,46.2,0.82,0.73
Feratto,Reino Unido,en,GBP,ago,21/08,Catálogo indecisão,catalogo,sim,,,,,10020,2675,223,16,729.51,171,6,26.7,2.23,7.2,72.8,1.29,1.71
Feratto,Reino Unido,en,GBP,ago,24/08,"Semana 15%, On & Off",semana15,sim,,,,,9813,2403,195,9,403.92,91,3,24.5,1.99,4.6,41.2,0.73,0.93
Feratto,Reino Unido,en,GBP,ago,26/08,"Semana 15%, Escolha o caminho",semana15,nao,,,,,5044,2127,80,8,187.05,97,2,42.2,1.59,10.0,37.1,0.66,1.92
Feratto,Reino Unido,en,GBP,ago,28/08,Notificação do futuro,notificacao,nao,,,,,5018,2267,210,9,448.1,83,3,45.2,4.18,4.3,89.3,1.59,1.65
Feratto,Reino Unido,en,GBP,ago,31/08,Catálogo fecha mês,catalogo,nao,,,,,4983,2034,138,5,199.78,54,3,40.8,2.77,3.6,40.1,0.71,1.08
Feratto,Reino Unido,en,GBP,set,03/09,"Esquenta 9.9, 1, Fwd",antecipacao,sim,,,,,9714,2792,89,5,198.94,88,3,28.7,0.92,5.6,20.5,0.36,0.91
Feratto,Reino Unido,en,GBP,set,05/09,"Esquenta 9.9, 2, prometi avisar",antecipacao,sim,,,,,9678,2371,202,7,282.88,66,3,24.5,2.09,3.5,29.2,0.52,0.68
Feratto,Reino Unido,en,GBP,set,07/09,"Esquenta 9.9, 3, acesso garantido",antecipacao,sim,,,,,9688,2173,163,3,136.9,54,2,22.4,1.68,1.8,14.1,0.25,0.56
Feratto,Reino Unido,en,GBP,set,08/09,"Esquenta 9.9, 4, véspera",vespera,sim,,,,,9677,2398,176,7,417.37,58,4,24.8,1.82,4.0,43.1,0.77,0.6
Feratto,Reino Unido,en,GBP,set,09/09 07h,"9.9, 1, cupom liberado",pico 7h,nao,,,,,5632,1937,77,2,103.63,33,1,34.4,1.37,2.6,18.4,0.33,0.59
Feratto,Reino Unido,en,GBP,set,09/09 11h,"9.9, 2, acesso liberado",pico 11h,nao,,,,,5607,1960,140,7,303.52,29,2,35.0,2.5,5.0,54.1,0.96,0.52
Feratto,Reino Unido,en,GBP,set,09/09 18h,"9.9, 3, status mudou",pico 18h,nao,,,,,5591,2437,185,6,285.28,65,1,43.6,3.31,3.2,51.0,0.91,1.16
Feratto,Reino Unido,en,GBP,set,11/09,Ressaca 9.9,ressaca,nao,,,,,5572,2024,191,2,157.46,47,4,36.3,3.43,1.0,28.3,0.5,0.84
Feratto,Reino Unido,en,GBP,set,14/09,Antecipação VIP Day,vespera,nao,,,,,5542,2475,137,1,59.0,61,1,44.7,2.47,0.7,10.6,0.19,1.1
Feratto,Reino Unido,en,GBP,set,15/09 07h,"VIP Day, 1, selecionado",pico 7h,nao,,,,,5494,2111,85,6,436.43,38,0,38.4,1.55,7.1,79.4,1.41,0.69
Feratto,Reino Unido,en,GBP,set,15/09 11h,"VIP Day, 2, aprovado?",pico 11h,nao,,,,,5477,1865,119,4,738.12,23,3,34.1,2.17,3.4,134.8,2.4,0.42
Feratto,Reino Unido,en,GBP,set,15/09 18h,"VIP Day, 3, prêmio",pico 18h,nao,,,,,5441,2027,141,5,275.64,35,1,37.3,2.59,3.5,50.7,0.9,0.64
Feratto,Reino Unido,en,GBP,set,17/09,"VIP Week, 1",extensao,nao,,,,,5411,1718,139,2,94.24,28,1,31.8,2.57,1.4,17.4,0.31,0.52
Feratto,Reino Unido,en,GBP,set,19/09,"VIP Week, 2",extensao,nao,,,,,5925,1843,144,1,34.9,28,3,31.1,2.43,0.7,5.9,0.1,0.47
LensEVO,Reino Unido,en,GBP,mai,21/05,Destaques da semana,recorrente,nao,,,,,1446,536,35,0,0.0,27,0,37.1,2.42,0.0,0.0,0.0,1.87
LensEVO,Reino Unido,en,GBP,mai,28/05,Catálogo final de maio,catalogo,nao,,,,,1556,617,50,1,54.04,19,2,39.7,3.21,2.0,34.7,1.54,1.22
LensEVO,Reino Unido,en,GBP,jun,01/06,"Antecipação 6.6, 1, convite",antecipacao,nao,,,,,1598,770,63,2,66.13,23,0,48.2,3.94,3.2,41.4,1.84,1.44
LensEVO,Reino Unido,en,GBP,jun,03/06,"Antecipação 6.6, 2, acesso confirmado",antecipacao,nao,,,,,1629,782,68,2,62.81,24,0,48.0,4.17,2.9,38.6,1.71,1.47
LensEVO,Reino Unido,en,GBP,jun,05/06,"Antecipação 6.6, 3, véspera",vespera,nao,,,,,1658,614,44,1,29.9,19,1,37.0,2.65,2.3,18.0,0.8,1.15
